ElementID,Name,Abstract Data Type,Data Type Semantics,Status,Description,Units,Range,References,Requester,Revision,Date
465,externalAddressRealm,octetArray,identifier,current,"This Information Element represents the external address
    realm where the packet is originated from or destined to.  The
    detailed definition is in the internal address realm as specified
    above.",,,"See [RFC791] for the definition of the IPv4 
    source address field.  See [RFC3022] 
    for the definition of NAT.  See [RFC3234] 
    for the definition of middleboxes.",[RFC8158],0,2017-03-15
466,natQuotaExceededEvent,unsigned32,identifier,current,"This Information Element identifies the type of a NAT Quota Exceeded 
    event. Values for this Information Element are listed in the ""NAT 
    Quota Exceeded Event Type"" registry, see 
    [http://www.iana.org/assignments/ipfix/ipfix.xhtml#ipfix-nat-quota-exceeded-event]. 
    New assignments of values will be administered by IANA and are subject 
    to Expert Review [RFC8126]. Experts need to 
    check definitions of new values for completeness, accuracy, and 
    redundancy.",,,"See [RFC791] for the definition of the IPv4 
    source address field.  See [RFC3022] 
    for the definition of NAT.  See [RFC3234] 
    for the definition of middleboxes.",[RFC8158],0,2017-03-15
467,natThresholdEvent,unsigned32,identifier,current,"This Information Element identifies a type of a NAT Threshold event. 
    Values for this Information Element are listed in the ""NAT Threshold 
    Event Type"" registry, see 
    [http://www.iana.org/assignments/ipfix/ipfix.xhtml#ipfix-nat-threshold-event]. 
    New assignments of values will be administered by IANA and are 
    subject to Expert Review [RFC8126]. Experts 
    need to check definitions of new values for completeness, accuracy, 
    and redundancy.",,,"See [RFC791] for the definition of the IPv4 
    source address field.  See [RFC3022] 
    for the definition of NAT.  See [RFC3234] 
    for the definition of middleboxes.",[RFC8158],0,2017-03-15
468,httpUserAgent,string,default,current,"The HTTP User-Agent header field as defined in section 5.5.3 of  
    [RFC7231]. Encoded in UTF-8.",,,[RFC7231],[Andrew_Feren],0,2017-04-19
469,httpContentType,string,default,current,"The HTTP Content-Type header field as defined in section 3.1.1.5 of 
    [RFC7231]. Encoded in UTF-8.",,,[RFC7231],[Andrew_Feren],0,2017-04-19
470,httpReasonPhrase,string,default,current,"The HTTP reason phrase as defined in section 6.1 of of 
    [RFC7231].",,,[RFC7231],[Felix_Erlacher],0,2017-06-19
471,maxSessionEntries,unsigned32,identifier,current,"This element represents the maximum session entries that
    can be created by the NAT device.",,,"See [RFC3022] for the definition of NAT.  
    See [RFC3234] for the definition of middleboxes.",[RFC8158],0,2017-12-01
472,maxBIBEntries,unsigned32,identifier,current,"This element represents the maximum BIB entries that can
    be created by the NAT device.",,,"See [RFC3022] for the definition of NAT.  
    See [RFC3234] for the definition of middleboxes.",[RFC8158],0,2017-12-01
473,maxEntriesPerUser,unsigned32,identifier,current,"This element represents the maximum NAT entries that can
    be created per user by the NAT device.",,,"See [RFC3022] for the definition of NAT.  
    See [RFC3234] for the definition of middleboxes.",[RFC8158],0,2017-12-01
474,maxSubscribers,unsigned32,identifier,current,"This element represents the maximum subscribers or
    maximum hosts that are allowed by the NAT device.",,,"See [RFC3022] for the definition of NAT.  
    See [RFC3234] for the definition of middleboxes.",[RFC8158],0,2017-12-01
475,maxFragmentsPendingReassembly,unsigned32,identifier,current,"This element represents the maximum fragments that the
    NAT device can store for reassembling the packet.",,,"See [RFC3022] for the definition of NAT.  
    See [RFC3234] for the definition of middleboxes.",[RFC8158],0,2017-12-01
476,addressPoolHighThreshold,unsigned32,identifier,current,"This element represents the high threshold value of the
    number of public IP addresses in the address pool.",,,"See [RFC3022] for the definition of NAT.  
    See [RFC3234] for the definition of middleboxes.",[RFC8158],0,2017-12-01
477,addressPoolLowThreshold,unsigned32,identifier,current,"This element represents the low threshold value of the
    number of public IP addresses in the address pool.",,,"See [RFC3022] for the definition of NAT.  
    See [RFC3234] for the definition of middleboxes.",[RFC8158],0,2017-12-01
478,addressPortMappingHighThreshold,unsigned32,identifier,current,"This element represents the high threshold value of the
    number of address and port mappings.",,,"See [RFC3022] for the definition of NAT.  
    See [RFC3234] for the definition of middleboxes.",[RFC8158],0,2017-12-01
479,addressPortMappingLowThreshold,unsigned32,identifier,current,"This element represents the low threshold value of the
    number of address and port mappings.",,,"See [RFC3022] for the definition of NAT.  
    See [RFC3234] for the definition of middleboxes.",[RFC8158],0,2017-12-01
480,addressPortMappingPerUserHighThreshold,unsigned32,identifier,current,"This element represents the high threshold value of the
    number of address and port mappings that a single user is allowed to
    create on a NAT device.",,,"See [RFC3022] for the definition of NAT.  
    See [RFC3234] for the definition of middleboxes.",[RFC8158],0,2017-12-01
481,globalAddressMappingHighThreshold,unsigned32,identifier,current,"This element represents the high threshold value of the
    number of address and port mappings that a single user is allowed to
    create on a NAT device in a paired address pooling behavior.",,,"See [RFC3022] for the definition of NAT.  
    See [RFC3234] for the definition of middleboxes.
    See [RFC4787] for the definition of paired 
    address pooling behavior.",[RFC8158],0,2017-12-01
482,vpnIdentifier,octetArray,default,current,"VPN ID in the format specified by [RFC2685].
   The size of this Information Element is 7 octets.",,,[RFC2685],[ipfix-iana_at_cisco.com],0,2018-07-10
483,bgpCommunity,unsigned32,identifier,current,BGP community as defined in [RFC1997],,,[RFC1997],[RFC8549],0,2019-01-18
484,bgpSourceCommunityList,basicList,list,current,"basicList of zero or more bgpCommunity IEs, containing the BGP 
    communities corresponding with source IP address of a specific flow",,,"[RFC6313]
    [RFC1997]",[RFC8549],0,2019-01-18
485,bgpDestinationCommunityList,basicList,list,current,"basicList of zero or more bgpCommunity IEs, containing the BGP 
    communities corresponding with destination IP address of a specific flow",,,"[RFC6313]
    [RFC1997]",[RFC8549],0,2019-01-18
486,bgpExtendedCommunity,octetArray,default,current,"BGP Extended Community as defined in [RFC4360];
    the size of this IE MUST be 8 octets",,,[RFC4360],[RFC8549],0,2019-01-18
487,bgpSourceExtendedCommunityList,basicList,list,current,"basicList of zero or more bgpExtendedCommunity IEs, 
    containing the BGP Extended Communities corresponding with source 
    IP address of a specific flow",,,"[RFC6313]
    [RFC4360]",[RFC8549],0,2019-01-18
488,bgpDestinationExtendedCommunityList,basicList,list,current,"basicList of zero or more bgpExtendedCommunity IEs, 
    containing the BGP Extended Communities corresponding 
    with destination IP address of a specific flow",,,"[RFC6313]
    [RFC4360]",[RFC8549],0,2019-01-18
489,bgpLargeCommunity,octetArray,default,current,"BGP Large Community as defined in [RFC8092];
    the size of this IE MUST be 12 octets.",,,[RFC8092],[RFC8549],0,2019-01-18
490,bgpSourceLargeCommunityList,basicList,list,current,"basicList of zero or more bgpLargeCommunity IEs, 
    containing the BGP Large Communities corresponding 
    with source IP address of a specific flow",,,"[RFC6313]
  [RFC8092]",[RFC8549],0,2019-01-18
491,bgpDestinationLargeCommunityList,basicList,list,current,"basicList of zero or more bgpLargeCommunity IEs, 
    containing the BGP Large Communities corresponding 
    with destination IP address of a specific flow",,,"[RFC6313]
    [RFC8092]",[RFC8549],0,2019-01-18
492-32767,Unassigned,,,,,,,,,,
